Name,StartDate,EndDate,StartTime,EndTime,Duration,Tag,Difficult
AZ_100_SameTree.py,2020-09-18,2020-09-18,11:21:20 AM,11:26:48 AM,5.0,Tree,Medium
AZ_101_SymmetricTree.py,2020-09-18,2020-09-18,05:33:27 PM,05:41:34 PM,8.0,Tree,Medium
AZ_102_BinaryTreeLevelOrderTraversal.py,2020-09-18,2020-09-18,05:42:34 PM,05:53:08 PM,10.0,Tree,Medium
AZ_109_ConvertSortedListtoBinarySearchTree.py,2020-09-18,2020-09-18,05:59:25 PM,06:13:15 PM,13.0,Tree,Medium
AZ_116_PopulatingNextRightPointersinEachNode.py,2020-09-18,2020-09-18,06:32:18 PM,06:36:40 PM,4.0,Tree,Medium
AZ_121_BestTimetoBuyandSellStock.py,2020-09-19,2020-09-19,10:27:45 AM,10:33:48 AM,6.0,Array,Medium
AZ_127_WordLadder.py,2020-09-19,2020-09-19,10:51:10 AM,11:13:48 AM,22.0,Graphs,Medium
AZ_146_LRUCache.py,2020-09-19,2020-09-19,05:40:12 PM,06:01:03 PM,20.0,Linked-List,Medium
AZ_155_MinStack.py,2020-09-19,2020-09-19,09:24:50 PM,09:34:37 PM,9.0,Array,Medium
AZ_200_NumberofIslands.py,2020-09-20,2020-09-20,11:18:47 AM,11:33:30 AM,14.0,Graphs,Medium
AZ_207_CourseSchedule.py,2020-09-20,2020-09-20,11:53:02 AM,12:24:33 PM,31.0,Graphs,Medium
AZ_211_DesignAddandSearchWordsDataStructure.py,2020-09-20,2020-09-20,05:47:00 PM,06:12:11 PM,25.0,Graphs,Medium
AZ_212_WordSearchII.py,2020-09-20,2020-09-20,06:33:22 PM,06:45:14 PM,11.0,Tries,Medium
AZ_273_IntegertoEnglishWords.py,2020-09-20,2020-09-20,09:24:22 PM,09:39:06 PM,14.0,String,Hard
AZ_289_GameofLife.py,2020-09-21,2020-09-21,09:15:50 AM,09:30:34 AM,14.0,Graphs,Medium
AZ_295_FindMedianfromDataStream.py,2020-09-21,2020-09-21,09:34:24 AM,09:44:52 AM,10.0,Heap,Hard
AZ_300_LongestIncreasingSubsequence.py,2020-09-21,2020-09-21,09:57:35 AM,10:05:45 AM,8.0,Dynamic-Programming,Medium
AZ_543_DiameterofBinaryTree.py,2020-09-21,2020-09-21,10:07:05 AM,10:13:50 AM,6.0,Tree,Easy
AZ_767_ReorganizeString.py,2020-09-21,2020-09-21,10:18:34 AM,10:30:57 AM,12.0,Heap,Medium
AZ_417_PacificAtlanticWaterFlow.py,2020-09-21,2020-09-21,08:57:34 PM,09:13:27 PM,15.0,Graphs,Medium
AZ_529_Minesweeper.py,2020-09-21,2020-09-21,09:33:18 PM,09:53:18 PM,20.0,Graphs,Medium
AZ_105_ConstructBinaryTreefromPreorderandInorderTraversal.py,2020-09-21,2020-09-21,09:44:10 PM,10:04:35 PM,20.0,Tree,Medium
AZ_743_NetworkDelayTime.py,2020-09-22,2020-09-22,09:12:37 PM,09:23:15 PM,10.0,Graphs,Medium
AZ_IB_FlattenBinaryTreetoLinkedList.py,2020-09-23,2020-09-23,09:35:21 AM,09:48:28 AM,13.0,Tree,Medium
AZ_IB_ValidBinarySearchTree.py,2020-09-23,2020-09-23,10:09:50 AM,10:16:58 AM,7.0,Tree,Medium
AZ_IB_BalancedBinaryTree.py,2020-09-23,2020-09-23,10:47:48 AM,10:58:55 AM,11.0,Tree,Medium
AZ_IB_DiagonalTraversal.py,2020-09-23,2020-09-23,11:02:48 AM,11:08:50 AM,6.0,Tree,Medium
AZ_IB_VerticalOrdertraversalofBinaryTree.py,2020-09-23,2020-09-23,11:14:29 AM,11:23:19 AM,8.0,Tree,Medium
AZ_IB_LongestIncreasingSubsequence.py,2020-09-24,2020-09-24,09:39:38 AM,09:47:42 AM,8.0,Dynamic-Programming,Medium
AZ_IB_UniqueBinarySearchTrees.py,2020-09-24,2020-09-24,09:57:23 AM,10:08:55 AM,11.0,Dynamic-Programming,Medium
AZ_IB_MaxProductSubarray.py,2020-09-24,2020-09-24,10:09:36 AM,10:13:26 AM,3.0,Dynamic-Programming,Medium
AZ_IB_WaystoDecode.py,2020-09-24,2020-09-24,10:29:52 AM,10:39:06 AM,9.0,Dynamic-Programming,Medium
AZ_IB_MaxProfitWithKTransaction.py,2020-09-24,2020-09-24,11:19:14 AM,11:34:43 PM,15.0,Dynamic-Programming,Hard
AZ_IB_MaxSumPathinBinaryTree.py,2020-09-24,2020-09-24,12:26:03 PM,12:33:39 PM,7.0,Tree,Hard
AZ_IB_PalindromePartitioning.py,2020-09-24,2020-09-24,12:41:09 PM,12:53:24 PM,12.0,Dynamic-Programming,Hard
AZ_IB_MinCostPath.py,2020-09-24,2020-09-24,01:05:04 PM,01:19:36 PM,14.0,Dynamic-Programming,Hard
AZ_IB_MinJumps.py,2020-09-25,2020-09-25,12:39:27 PM,12:47:13 PM,7.0,Dynamic-Programming,Medium
AZ_IB_EditDistance.py,2020-09-26,2020-09-26,08:14:13 PM,08:25:00 PM,10.0,Dynamic-Programming,Hard
AZ_IB_CountWaystoReachTheNthStair.py,2020-09-26,2020-09-26,09:13:34 PM,09:26:53 PM,13.0,Dynamic-Programming,Medium
AZ_IB_EqualAveragePartition.py,2020-09-26,2020-09-26,09:52:53 PM,10:19:37 PM,26.0,Dynamic-Programming,Hard
AZ_LC_416_PartitionEqualSubsetSum.py,2020-09-26,2020-09-26,10:20:43 PM,10:36:59 PM,16.0,Dynamic-Programming,Medium
AZ_GFG_DP_LongestCommonSubseq.py,2020-09-28,2020-09-28,10:26:28 AM,10:33:45 AM,7.0,Dynamic-Programming,Medium
AZ_GFG_DP_LongestIncreasingSubsequence.py,2020-09-28,2020-09-28,10:55:19 AM,11:09:05 AM,13.0,Dynamic-Programming,Medium
AZ_GFG_DP_EditDistance.py,2020-09-28,2020-09-28,11:24:47 AM,11:32:20 AM,7.0,Dynamic-Programming,Medium
AZ_GFG_DP_PartitionSubsetMinDiff.py,2020-09-28,2020-09-28,11:36:54 AM,11:48:34 AM,11.0,Dynamic-Programming,Medium
AZ_GFG_DP_WaysToCoverDistance.py,2020-09-28,2020-09-28,11:54:11 AM,11:59:44 AM,5.0,Dynamic-Programming,Medium
G_388_LongestAbsoluteFilePath.py,2020-09-29,2020-09-29,09:39:38 AM,09:55:20 AM,15.0,Tree,Medium
G_638_KEmptySlots.py,2020-09-29,2020-09-29,10:54:58 AM,11:04:32 AM,9.0,Array,Hard
G_681_NextClosestTime.py,2020-09-29,2020-09-29,12:00:24 PM,12:17:30 PM,17.0,String,Medium
G_904_FruitIntoBaskets.py,2020-09-29,2020-09-29,12:41:44 PM,12:48:26 PM,6.0,Array,Medium
G_1007_MinimumDominoRotationsForEqualRow.py,2020-09-29,2020-09-29,04:04:36 PM,04:12:28 PM,7.0,Array,Medium
G_843_GuesstheWord.py,2020-09-29,2020-09-29,04:24:09 PM,04:39:38 PM,15.0,Tries,Hard
G_817_RangeSumQuery2DMutable.py,2020-09-29,2020-09-29,04:47:28 PM,04:55:12 PM,7.0,Matrix,Hard
G_288_UniqueWordAbbreviation.py,2020-09-29,2020-09-29,09:13:52 PM,09:19:42 PM,5.0,Array,Medium
G_489_RobotRoomCleaner.py,2020-09-29,2020-09-29,09:27:26 PM,09:45:24 PM,17.0,Matrix,Hard
G_399_EvaluateDivision.py,2020-09-29,2020-09-29,09:50:37 PM,10:10:58 PM,20.0,Graphs,Hard
G_975_OddEvenJump.py,2020-09-30,2020-09-30,09:16:22 AM,09:25:20 AM,8.0,Dynamic-Programming,Hard
G_418_SentenceScreenFitting.py,2020-09-30,2020-09-30,09:47:33 AM,10:02:27 AM,14.0,String,Medium
G_DP_1048_LongestStringChain.py,2020-10-01,2020-10-01,09:44:16 AM,10:10:30 AM,26.0,Dynamic-Programming,Medium
AZ_GFG_DP_CoinChange.py,2020-10-03,2020-10-03,11:28:27 AM,11:35:47 AM,7.0,Dynamic-Programming,Medium
AZ_GFG_DP_MinCoinsReq.py,2020-10-03,2020-10-03,11:47:36 AM,11:58:16 AM,10.0,Dynamic-Programming,Medium
AZ_GFG_GraphsCountDisconnectedSunNet.py,2020-10-03,2020-10-03,06:55:49 PM,07:11:54 PM,16.0,Graphs,Medium
AZ_GFG_NumberOfIsland.py,2020-10-04,2020-10-04,12:14:52 PM,12:32:04 PM,17.0,Graphs,Medium
AZ_GFG_LRUCache.py,2020-10-04,2020-10-04,12:34:24 PM,12:56:39 PM,22.0,Linked-List,Hard
AZ_GFG_KSmallestElementInInterval.py,2020-10-06,2020-10-06,10:12:57 AM,10:31:08 AM,18.0,Array,Medium
AZ_GFG_MaxSumWithMinProduct.py,2020-10-06,2020-10-06,10:34:15 AM,10:46:00 AM,11.0,Array,Medium
AZ_GFG_MaxSubArrayWithDistinct.py,2020-10-06,2020-10-06,10:55:10 AM,11:19:03 AM,23.0,Array,Medium
AZ_GFG_KDistinctElements.py,2020-10-06,2020-10-06,11:30:54 AM,11:42:51 AM,11.0,String,Medium
G_LC_361_BombEnemy.py,2020-10-07,2020-10-07,09:29:44 PM,09:41:11 PM,11.0,Graphs,Medium
G_LC_595_BinaryTreeLongestConsecutiveSequence.py,2020-10-07,2020-10-07,09:51:20 PM,10:04:22 PM,13.0,Tree,Medium
G_LC_281_ZigzagIterator.py,2020-10-08,2020-10-08,09:08:02 AM,09:18:20 AM,10.0,Linked-List,Medium
G_LC_1057_CampusBikes.py,2020-10-08,2020-10-08,09:30:56 AM,09:48:11 AM,17.0,Array,Medium
G_LC_163_MissingRanges.py,2020-10-08,2020-10-08,03:18:50 PM,03:37:09 PM,18.0,Array,Medium
G_LC_386_LongestSubstringwithAtMostKDistinctCharacters.py,2020-10-08,2020-10-08,09:13:55 PM,09:31:41 PM,17.0,String,Medium
G_LC_947_MostStonesRemovedwithSameRoworColumn.py,2020-10-08,2020-10-08,10:01:15 PM,10:14:06 PM,12.0,Disjoint-Set,Medium
G_LC_939_MinimumAreaRectangle.py,2020-10-09,2020-10-09,09:32:09 AM,09:43:05 AM,10.0,Matrix,Medium
G_LC_394_DecodeString.py,2020-10-09,2020-10-09,09:52:48 AM,10:04:14 AM,11.0,String,Medium
G_LC_351_AndroidUnlockPatterns.py,2020-10-09,2020-10-09,09:12:21 PM,09:24:58 PM,12.0,Graphs,Medium
G_LC_809_ExpressiveWords.py,2020-10-09,2020-10-09,09:47:50 PM,10:03:54 PM,16.0,String,Medium
LC_G_737_SentenceSimilarityII.py,2020-10-09,2020-10-09,10:16:05 PM,10:41:14 PM,25.0,Graphs,Medium
G_LC_228_SummaryRanges.py,2020-10-10,2020-10-10,11:05:58 AM,11:19:19 AM,13.0,Array,Medium
G_LC_919_MeetingRoomsII.py,2020-10-10,2020-10-10,11:43:31 AM,11:54:16 AM,10.0,Array,Medium
G_LC_2_AddTwoNumbers.py,2020-10-10,2020-10-10,12:09:40 PM,12:25:08 PM,15.0,Linked-List,Medium
G_LC_1055_ShortestWaytoFormString.py,2020-10-10,2020-10-10,09:17:16 PM,09:24:09 PM,6.0,String,Medium
G_LC_1110_DeleteNodesAndReturnForest.py,2020-10-10,2020-10-10,09:28:39 PM,09:46:16 PM,17.0,Tree,Medium
G_LC_289_GameofLife.py,2020-10-11,2020-10-11,10:09:00 AM,10:30:30 AM,21.0,Graphs,Medium
G_LC_833_FindAndReplaceinString.py,2020-10-11,2020-10-11,11:34:57 AM,11:50:07 AM,15.0,String,Medium
G_LC_750_NumberOfCornerRectangles.py,2020-10-11,2020-10-11,05:20:47 PM,05:29:37 PM,8.0,Matrix,Medium
G_LC_247_StrobogrammaticNumberII.py,2020-10-11,2020-10-11,09:01:24 PM,09:12:32 PM,11.0,String,Medium
G_LC_304_RangeSumQuery2DImmutable.py,2020-10-11,2020-10-11,09:28:59 PM,09:36:15 PM,7.0,Matrix,Medium
G_LC_875_LongestLineofConsecutiveOneinMatrix.py,2020-10-12,2020-10-12,09:24:42 AM,09:38:15 AM,13.0,Matrix,Medium
G_LC_777_SwapAdjacentinLRString.py,2020-10-12,2020-10-12,10:00:39 AM,10:07:19 AM,6.0,Two-Pointer,Medium
G_LC_360_SortTransformedArray.py,2020-10-12,2020-10-12,10:17:17 AM,10:36:41 AM,19.0,Array,Medium
G_LC_324_WiggleSortII.py,2020-10-12,2020-10-12,09:19:12 PM,09:31:25 PM,12.0,Sorting,Medium
G_LC_524_LongestWordinDictionarythroughDeleting.py,2020-10-12,2020-10-12,09:43:27 PM,09:47:04 PM,3.0,Array,Medium
G_LC_417_PacificAtlanticWaterFlow.py,2020-10-13,2020-10-13,11:02:32 AM,11:20:15 AM,17.0,Graphs,Medium
G_LC_1087_Brace-Expansion.py,2020-10-13,2020-10-13,11:30:30 AM,11:37:33 AM,7.0,String,Medium
G_LC_284_PeekingIterator.py,2020-10-13,2020-10-13,09:15:03 PM,09:33:23 PM,18.0,Array,Medium
G_LC_259_3SumSmaller.py,2020-10-13,2020-10-13,09:34:15 PM,09:39:54 PM,5.0,Array,Medium
G_LC_879_OutputContestMatches.py,2020-10-13,2020-10-13,09:45:26 PM,10:05:05 PM,19.0,Array,Medium
G_LC_279_PerfectSquares.py,2020-10-14,2020-10-14,08:33:15 PM,08:38:08 PM,4.0,Dynamic-Programming,Medium
G_LC_274_H-Index.py,2020-10-14,2020-10-14,09:23:46 PM,09:40:08 PM,16.0,Array,Medium
G_LC_3_LongestSubstringWithoutRepeatingCharacters.py,2020-10-14,2020-10-14,09:49:34 PM,10:07:03 PM,17.0,Array,Medium
G_LC_731_MyCalendarII.py,2020-10-14,2020-10-14,10:17:08 PM,10:27:11 PM,10.0,Array,Medium
G_LC_294_FlipGameII.py,2020-10-14,2020-10-14,10:38:04 PM,10:43:42 PM,5.0,String,Medium
G_LC_1146_SnapshotArray.py,2020-10-15,2020-10-15,06:50:58 AM,07:05:08 AM,15.0,Array,Medium
G_LC_846_HandofStraights.py,2020-10-15,2020-10-15,07:15:21 AM,07:20:32 AM,5.0,Array,Medium
G_LC_54_SpiralMatrix.py,2020-10-15,2020-10-15,07:28:46 AM,07:49:17 AM,20.0,Matrix,Medium
G_GFG_33_InterleavedStrings.py,2020-10-15,2020-10-15,11:16:19 AM,11:26:51 AM,10.0,Dynamic-Programming,Medium
G_LC_15_3Sum.py,2020-10-15,2020-10-15,09:07:08 PM,09:15:02 PM,7.0,Array,Medium
G_LC_17_LetterCombinationsofaPhoneNumber.py,2020-10-15,2020-10-15,09:32:53 PM,09:47:34 PM,14.0,Array,Medium
A_GFG_QuickSelect.py,2020-10-16,2020-10-16,06:55:56 AM,07:11:01 AM,15.0,Array,Medium
A_GFG_MinMaxHeights.py,2020-10-16,2020-10-16,07:33:49 AM,07:40:08 AM,6.0,Array,Medium
A_GFG_MinJumps.py,2020-10-16,2020-10-16,10:55:08 AM,11:01:15 AM,6.0,Array,Medium
A_LC_31_NextPermutation.py,2020-10-16,2020-10-16,11:17:05 AM,11:26:05 AM,9.0,Array,Medium
A_GFG_RearrangeArrayNoSpace.py,2020-10-16,2020-10-16,11:41:04 AM,11:51:39 AM,10.0,Array,Medium
A_GFG_KadaneAndSubarryWithK.py,2020-10-16,2020-10-16,03:11:22 PM,03:26:17 PM,14.0,Array,Medium
A_GFG_DynamicProgramning.py,2020-10-18,2020-10-18,10:36:33 AM,10:52:41 AM,16.0,Dynamic-Programming,Medium
A_GFG_WordBreak.py,2020-10-19,2020-10-19,09:35:16 PM,10:05:37 PM,30.0,Tries,Hard
A_GFG_OptimalStrategyForAgamesetII.py,2020-10-20,2020-10-20,10:04:22 AM,10:18:06 AM,13.0,Dynamic-Programming,Medium
A_GFG_Palindrome Partitioning.py,2020-10-20,2020-10-20,09:25:07 PM,09:31:32 PM,6.0,Dynamic-Programming,Medium
A_G_M_Dynamic_Programing.py,2020-10-21,2020-10-21,09:24:12 PM,10:17:51 PM,53.0,Dynamic-Programming,Medium
A_G_M_Dynamic_Programing_2.py,2020-10-22,2020-10-22,09:35:19 AM,10:19:25 AM,44.0,Dynamic-Programming,Medium
A_G_M_Dynamic_Programong_3.py,2020-10-23,2020-10-23,09:23:30 PM,09:58:19 PM,34.0,Dynamic-Programming,Medium
A_G_M_Dynamic_Programing_4.py,2020-10-26,2020-10-26,06:53:20 AM,07:58:14 AM,64.0,Dynamic-Programming,Medium
A_G_M_Dynamic_Programing_5.py,2020-10-26,2020-10-26,09:26:14 PM,10:22:30 PM,56.0,Dynamic-Programming,Medium
A_G_M_Dynamic_Programing_6.py,2020-10-29,2020-10-29,09:34:23 PM,10:28:16 PM,53.0,Dynamic-Programming,Medium
A_G_M_Dynamic_Programing_7.py,2020-10-30,2020-10-30,09:15:07 PM,10:28:55 PM,73.0,Dynamic-Programming,Medium
A_G_M_Dynamic_Programing_8.py,2020-11-04,2020-11-04,09:21:18 PM,10:15:22 PM,54.0,Dynamic-Programming,Medium
GFG_Most_Asked_Tree_1.py,2020-11-05,2020-11-05,10:47:05 AM,11:35:08 AM,48.0,Tree,Medium
GFG_Most_Asked_Tree_2.py,2020-11-05,2020-11-05,09:33:25 PM,10:34:09 PM,60.0,Tree,Medium
GFG_Most_Asked_Tree_3.py,2020-11-06,2020-11-06,09:14:32 AM,10:12:54 AM,58.0,Tree,Medium
GFG_Most_Asked_Tree_4.py,2020-11-08,2020-11-08,09:38:17 AM,10:21:21 AM,43.0,Tree,Medium
GFG_Most_Asked_Tree_5.py,2020-11-08,2020-11-08,11:55:36 AM,12:55:20 PM,59.0,Tree,Medium
D1_LC_287_Find_the_Duplicate_Number.py,2020-11-23,2020-11-23,10:34:00 AM,10:39:11 AM,5.0,Array,Medium
D1_LC_75_Sort_Colors.py,2020-11-23,2020-11-23,10:40:28 AM,10:51:46 AM,11.0,Array,Medium
D1_GFG_Repeating_and_the_Missing.py,2020-11-23,2020-11-23,09:41:43 PM,09:51:19 PM,9.0,Array,Medium
D1_GFG_Merge_two_sorted_arrays_with_O(1)_extra_space.py,2020-11-23,2020-11-23,09:55:14 PM,10:09:32 PM,14.0,Array,Medium
D1_GFG_Kadanes_Algorithm.py,2020-11-23,2020-11-23,10:10:25 PM,10:21:08 PM,10.0,Array,Medium
D1_GFG_Merge_Overlapping_Intervals.py,2020-11-23,2020-11-23,10:22:01 PM,10:31:39 PM,9.0,Array,Medium
D2_LC_73_Set_Matrix_Zeroes.py,2020-11-25,2020-11-25,10:35:59 AM,10:43:19 AM,7.0,Array,Medium
D2_GFG_Pascal_Triangle.py,2020-11-25,2020-11-25,10:44:56 AM,10:48:57 AM,4.0,Array,Medium
D2_LC_31_Next_Permutation.py,2020-11-25,2020-11-25,10:50:36 AM,11:13:15 AM,22.0,Array,Medium
D2_GFG_Count_Inversions.py,2020-11-25,2020-11-25,12:25:12 PM,12:33:47 PM,8.0,Array,Medium
D2_LC_121_Best_Time_to_Buy_and_Sell_Stock.py,2020-11-25,2020-11-25,09:12:30 PM,09:19:31 PM,7.0,Array,Medium
D2_LC_48_Rotate_Image.py,2020-11-25,2020-11-25,09:24:57 PM,09:32:16 PM,7.0,Array,Medium
D3_LC_74_Search_a_2D_Matrix.py,2020-11-26,2020-11-26,10:42:28 AM,10:50:30 AM,8.0,Matrix,Medium
D3_LC_50_Pow.py,2020-11-26,2020-11-26,11:09:48 AM,11:15:08 AM,5.0,Math,Medium
D3_LC_169_Majority_Element.py,2020-11-26,2020-11-26,11:25:12 AM,11:30:34 AM,5.0,Array,Medium
GoldManSachs_prep.py,2020-11-26,2020-11-26,10:29:35 PM,10:51:57 PM,22.0,Array,Medium
GoldManSachs_prep_2.py,2020-11-27,2020-11-27,07:37:01 AM,08:12:59 AM,35.0,Array,Medium
GS_LC_19_Remove_Nth_Node_From_End_of_List.py,2020-11-27,2020-11-27,08:19:31 PM,08:32:50 PM,13.0,Linked-List,Medium
GS_LC_20_Valid_Parentheses.py,2020-11-27,2020-11-27,08:34:56 PM,08:41:39 PM,6.0,Stack,Medium
GS_LC_23_Merge_k_Sorted_Lists.py,2020-11-27,2020-11-27,08:58:10 PM,09:09:32 PM,11.0,Linked-List,Hard
GS_LC_33_Search_in_Rotated_Sorted_Array.py,2020-11-27,2020-11-27,09:10:49 PM,09:22:32 PM,11.0,Array,Medium
GS_LC_39_Combination_Sum.py,2020-11-27,2020-11-27,09:40:21 PM,09:51:59 PM,11.0,Array,Medium
GS_LC_42_Trapping_Rain_Water.py,2020-11-28,2020-11-28,05:01:00 PM,05:09:57 PM,8.0,Array,Hard
GS_LC_44_Wildcard_Matching.py,2020-11-28,2020-11-28,05:23:45 PM,05:47:34 PM,23.0,String,Hard
GS_LC_46_Permutations.py,2020-11-28,2020-11-28,05:49:52 PM,05:56:25 PM,6.0,String,Medium
GS_LC_49_Group_Anagrams.py,2020-11-28,2020-11-28,05:59:20 PM,06:03:47 PM,4.0,String,Medium
GS_LC_54_Spiral_Matrix.py,2020-11-28,2020-11-28,09:06:37 PM,09:20:33 PM,13.0,Matrix,Medium
GS_LC_62_Unique_Paths.py,2020-11-28,2020-11-28,09:29:07 PM,09:36:00 PM,6.0,Dynamic-Programming,Medium
AZ_LC_572_Subtree_of_Another_Tree.py,2020-11-29,2020-11-29,09:27:52 PM,09:33:54 PM,6.0,Tree,Easy
AZ_LC_206_Reverse_Linked_List.py,2020-11-29,2020-11-29,09:49:39 PM,09:54:45 PM,5.0,Linked-List,Easy
AZ_LC_538_Convert_BST_to_Greater_Tree.py,2020-11-30,2020-11-30,10:52:27 AM,10:55:40 AM,3.0,Tree,Easy
AZ_LC_496_Next_Greater_Element_I.py,2020-11-30,2020-11-30,11:12:50 AM,11:18:16 AM,5.0,Array,Easy
AZ_LC_205_Isomorphic_Strings.py,2020-11-30,2020-11-30,11:27:50 AM,11:33:03 AM,5.0,Array,Easy
AZ_LC_14_Longest_Common_Prefix.py,2020-11-30,2020-11-30,11:41:04 AM,11:44:15 AM,3.0,Array,Easy
AZ_LC_112_Path_Sum.py,2020-12-01,2020-12-01,11:44:55 AM,11:55:01 AM,10.0,Tree,Easy
AZ_LC_997_Find_the_Town_Judge.py,2020-12-01,2020-12-01,12:06:13 PM,12:12:03 PM,5.0,Graphs,Easy
AZ_LC_257_Binary_Tree_Paths.py,2020-12-01,2020-12-01,12:14:54 PM,12:20:49 PM,5.0,Tree,Easy
AZ_LC_993_Cousins_in_Binary_Tree.py,2020-12-01,2020-12-01,12:46:59 PM,12:59:48 PM,12.0,Tree,Medium
AZ_LC_929_Unique_Email_Addresses.py,2020-12-02,2020-12-02,09:39:37 AM,09:44:58 AM,5.0,Array,Easy
AZ_LC_118_Pascals_Triangle.py,2020-12-02,2020-12-02,09:47:13 AM,09:52:04 AM,4.0,Array,Easy
AZ_LC_299_Bulls_and_Cows.py,2020-12-02,2020-12-02,10:03:34 AM,10:16:05 AM,12.0,Array,Medium
AZ_LC_637_Average_of_Levels_in_Binary_Tree.py,2020-12-03,2020-12-03,12:19:06 PM,12:21:58 PM,2.0,Tree,Easy
AZ_LC_1122_Relative_Sort_Array.py,2020-12-03,2020-12-03,12:30:04 PM,12:45:25 PM,15.0,Array,Medium
AZ_LC_844_Backspace_String_Compare.py,2020-12-03,2020-12-03,01:06:34 PM,01:15:31 PM,8.0,Array,Medium
AZ_LC_849_Maximize_Distance_to_Closest_Person.py,2020-12-03,2020-12-03,09:26:43 PM,09:34:36 PM,7.0,Array,Medium
AZ_LC_687_Longest_Univalue_Path.py,2020-12-03,2020-12-03,09:42:54 PM,09:50:56 PM,8.0,Tree,Medium
AZ_LC_860_Lemonade_Change.py,2020-12-03,2020-12-03,10:12:17 PM,10:16:42 PM,4.0,Array,Medium
AZ_LC_290_Word_Pattern.py,2020-12-04,2020-12-04,12:20:53 PM,12:25:43 PM,4.0,Array,Medium
AZ_LC_657_Robot_Return_to_Origin.py,2020-12-04,2020-12-04,12:35:44 PM,12:40:00 PM,4.0,Array,Medium
AZ_LC_796_Rotate_String.py,2020-12-04,2020-12-04,12:49:09 PM,12:54:50 PM,5.0,Array,Easy
AZ_LC_414_Third_Maximum_Number.py,2020-12-04,2020-12-04,09:13:06 PM,09:26:57 PM,13.0,Array,Medium
AZ_LC_1013_Partition_Array_Into_Three_Parts_With_Equal_Sum.py,2020-12-04,2020-12-04,09:32:34 PM,09:35:31 PM,2.0,Array,Easy
AZ_LC_1047_Remove_All_Adjacent_Duplicates_In_String.py,2020-12-04,2020-12-04,10:05:10 PM,10:13:41 PM,8.0,Array,Easy
AZ_LC_459_Repeated_Substring_Pattern.py,2020-12-04,2020-12-04,10:31:41 PM,10:35:13 PM,3.0,Array,Easy
AZ_LC_953_Verifying_an_Alien_Dictionary.py,2020-12-06,2020-12-06,04:47:49 PM,05:00:51 PM,13.0,Array,Easy
AZ_LC_1337_The_K_Weakest_Rows_in_a_Matrix.py,2020-12-06,2020-12-06,05:10:03 PM,05:16:44 PM,6.0,Array,Easy
AZ_LC_1332_Remove_Palindromic_Subsequences.py,2020-12-06,2020-12-06,05:32:20 PM,05:34:54 PM,2.0,String,Easy
AZ_LC_1029_Two_City_Scheduling.py,2020-12-06,2020-12-06,05:50:39 PM,06:02:48 PM,12.0,Array,Medium
AZ_LC_1221_Split_a_String_in_Balanced_Strings.py,2020-12-07,2020-12-07,10:05:40 AM,10:08:03 AM,2.0,String,Easy
AZ_LC_606_Construct_String_from_Binary_Tree.py,2020-12-07,2020-12-07,10:19:11 AM,10:31:51 AM,12.0,Tree,Easy
AZ_LC_1351_Count_Negative_Numbers_in_a_Sorted_Matrix.py,2020-12-07,2020-12-07,10:53:47 AM,10:58:38 AM,4.0,Array,Easy
AZ_LC_200_Number_of_Islands.py,2020-12-08,2020-12-08,10:58:01 AM,11:07:42 AM,9.0,Graphs,Medium
AZ_LC_973_K_Closest_Points_to_Origin.py,2020-12-08,2020-12-08,11:17:35 AM,11:21:24 AM,3.0,Array,Medium
AZ_LC_138_Copy_List_with_Random_Pointer.py,2020-12-08,2020-12-08,11:48:59 AM,12:02:45 PM,13.0,Linked-List,Medium
AZ_LC_994_Rotting_Oranges.py,2020-12-08,2020-12-08,09:16:09 PM,09:29:03 PM,12.0,Graphs,Medium
AZ_LC_763_Partition_Labels.py,2020-12-09,2020-12-09,10:21:15 AM,10:28:03 AM,6.0,Array,Medium
AZ_LC_127_Word_ladder.py,2020-12-09,2020-12-09,10:40:55 AM,10:47:50 AM,6.0,Graphs,Medium
AZ_LC_957_Prison_Cells_After_N_Days.py,2020-12-09,2020-12-09,12:08:08 PM,12:19:41 PM,11.0,Array,Medium
AZ_LC_3_Longest_Substring_Without_Repeating_Char.py,2020-12-09,2020-12-09,12:57:27 PM,01:05:41 PM,8.0,Array,Medium
AZ_LC_165_Compare_Version_Numbers.py,2020-12-10,2020-12-10,07:24:27 PM,07:33:47 PM,9.0,Array,Medium
AZ_LC_909_Snakes_and_Ladders.py,2020-12-10,2020-12-10,07:35:56 PM,07:44:41 PM,8.0,Graphs,Medium
AZ_LC_545_Boundary_of_Binary_Tree.py,2020-12-10,2020-12-10,09:24:04 PM,09:34:26 PM,10.0,Tree,Medium
AZ_LC_1167_Minimum_Cost_to_Connect_Sticks.py,2020-12-10,2020-12-10,09:49:25 PM,09:52:43 PM,3.0,Array,Medium
AZ_LC_277_Find_the_Celebrity.py,2020-12-10,2020-12-10,10:04:13 PM,10:12:29 PM,8.0,Array,Medium
AZ_LC_863_All_Nodes_Distance_K_in_Binary_Tree.py,2020-12-11,2020-12-11,09:13:11 PM,09:32:49 PM,19.0,Tree,Medium
AZ_LC_341_Flatten_Nested_List_Iterator.py,2020-12-11,2020-12-11,09:52:34 PM,09:57:18 PM,4.0,Array,Medium
AZ_LC_490_The_Maze.py,2020-12-11,2020-12-11,10:01:58 PM,10:12:06 PM,10.0,Graphs,Medium
